source,date,author,url,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
The Huddle,04/13/23,Steve Gallo,https://www.nflmockdraftdatabase.com/mock-drafts/2023/the-huddle-2023-steve-gallo?date=2023-04-13,"['carolina-panthers', 'C.J. Stroud', 'QB', 'Ohio St.', 'Big Ten']","['houston-texans', 'Bryce Young', 'QB', 'Alabama', 'SEC']","['arizona-cardinals', 'Will Anderson Jr.', 'EDGE', 'Alabama', 'SEC']","['indianapolis-colts', 'Anthony Richardson', 'QB', 'Florida', 'SEC']","['seattle-seahawks', 'Tyree Wilson', 'EDGE', 'Texas Tech', 'Big 12']","['detroit-lions', 'Devon Witherspoon', 'CB', 'Illinois', 'Big Ten']","['las-vegas-raiders', 'Christian Gonzalez', 'CB', 'Oregon', 'Pac-12']","['atlanta-falcons', 'Will Levis', 'QB', 'Kentucky', 'SEC']","['chicago-bears', 'Peter Skoronski', 'OT', 'Northwestern', 'Big Ten']","['philadelphia-eagles', 'Jalen Carter', 'DL', 'Georgia', 'SEC']","['tennessee-titans', 'Broderick Jones', 'OT', 'Georgia', 'SEC']","['houston-texans', 'Jaxon Smith-Njigba', 'WR', 'Ohio St.', 'Big Ten']","['green-bay-packers', 'Paris Johnson Jr.', 'OT', 'Ohio St.', 'Big Ten']","['new-england-patriots', 'Myles Murphy', 'EDGE', 'Clemson', 'ACC']","['green-bay-packers', 'Nolan Smith', 'EDGE', 'Georgia', 'SEC']","['washington-commanders', 'Joey Porter Jr.', 'CB', 'Penn St.', 'Big Ten']","['pittsburgh-steelers', 'Darnell Wright', 'OT', 'Tennessee', 'SEC']","['detroit-lions', 'Michael Mayer', 'TE', 'Notre Dame', 'FBS Independent']","['tampa-bay-buccaneers', 'Lukas Van Ness', 'EDGE', 'Iowa', 'Big Ten']","['seattle-seahawks', 'Calijah Kancey', 'DL', 'Pittsburgh', 'ACC']","['los-angeles-chargers', 'Quentin Johnston', 'WR', 'TCU', 'Big 12']","['baltimore-ravens', 'Jordan Addison', 'WR', 'USC', 'Pac-12']","['minnesota-vikings', 'Zay Flowers', 'WR', 'Boston College', 'ACC']","['jacksonville-jaguars', 'Deonte Banks', 'CB', 'Maryland', 'Big Ten']","['new-york-giants', 'Joe Tippmann', 'IOL', 'Wisconsin', 'Big Ten']","['dallas-cowboys', 'Jalin Hyatt', 'WR', 'Tennessee', 'SEC']","['buffalo-bills', ""O'Cyrus Torrence"", 'IOL', 'Florida', 'SEC']","['cincinnati-bengals', 'Dalton Kincaid', 'TE', 'Utah', 'Pac-12']","['new-orleans-saints', 'Hendon Hooker', 'QB', 'Tennessee', 'SEC']","['philadelphia-eagles', 'Brian Branch', 'CB', 'Alabama', 'SEC']","['kansas-city-chiefs', 'Dawand Jones', 'OT', 'Ohio St.', 'Big Ten']"
Pro Football Focus,04/13/23,Ben Brown,https://www.nflmockdraftdatabase.com/mock-drafts/2023/pro-football-focus-2023-ben-brown?date=2023-04-13,"['carolina-panthers', 'Bryce Young', 'QB', 'Alabama', 'SEC']","['houston-texans', 'C.J. Stroud', 'QB', 'Ohio St.', 'Big Ten']","['tennessee-titans', 'Anthony Richardson', 'QB', 'Florida', 'SEC']","['indianapolis-colts', 'Will Levis', 'QB', 'Kentucky', 'SEC']","['seattle-seahawks', 'Will Anderson Jr.', 'EDGE', 'Alabama', 'SEC']","['detroit-lions', 'Devon Witherspoon', 'CB', 'Illinois', 'Big Ten']","['las-vegas-raiders', 'Jalen Carter', 'DL', 'Georgia', 'SEC']","['atlanta-falcons', 'Tyree Wilson', 'EDGE', 'Texas Tech', 'Big 12']","['chicago-bears', 'Paris Johnson Jr.', 'OT', 'Ohio St.', 'Big Ten']","['philadelphia-eagles', 'Peter Skoronski', 'OT', 'Northwestern', 'Big Ten']","['arizona-cardinals', 'Christian Gonzalez', 'CB', 'Oregon', 'Pac-12']","['houston-texans', 'Jaxon Smith-Njigba', 'WR', 'Ohio St.', 'Big Ten']","['new-york-jets', 'Broderick Jones', 'OT', 'Georgia', 'SEC']","['new-england-patriots', 'Darnell Wright', 'OT', 'Tennessee', 'SEC']","['green-bay-packers', 'Lukas Van Ness', 'EDGE', 'Iowa', 'Big Ten']","['washington-commanders', 'Joey Porter Jr.', 'CB', 'Penn St.', 'Big Ten']","['pittsburgh-steelers', 'Deonte Banks', 'CB', 'Maryland', 'Big Ten']","['detroit-lions', 'Quentin Johnston', 'WR', 'TCU', 'Big 12']","['tampa-bay-buccaneers', 'Nolan Smith', 'EDGE', 'Georgia', 'SEC']","['seattle-seahawks', 'Calijah Kancey', 'DL', 'Pittsburgh', 'ACC']","['los-angeles-chargers', 'Jordan Addison', 'WR', 'USC', 'Pac-12']","['baltimore-ravens', 'Emmanuel Forbes', 'CB', 'Mississippi St.', 'SEC']","['minnesota-vikings', 'Zay Flowers', 'WR', 'Boston College', 'ACC']","['jacksonville-jaguars', 'Dalton Kincaid', 'TE', 'Utah', 'Pac-12']","['new-york-giants', 'Will McDonald IV', 'EDGE', 'Iowa St.', 'Big 12']","['dallas-cowboys', 'Myles Murphy', 'EDGE', 'Clemson', 'ACC']","['buffalo-bills', 'Bryan Bresee', 'DL', 'Clemson', 'ACC']","['cincinnati-bengals', 'Anton Harrison', 'OT', 'Oklahoma', 'Big 12']","['new-orleans-saints', 'Mazi Smith', 'DL', 'Michigan', 'Big Ten']","['philadelphia-eagles', 'Bijan Robinson', 'RB', 'Texas', 'Big 12']","['kansas-city-chiefs', 'Brian Branch', 'S', 'Alabama', 'SEC']"
Drafticipation,04/13/23,Staff,https://www.nflmockdraftdatabase.com/mock-drafts/2023/drafticipation-2023?date=2023-04-13,"['carolina-panthers', 'Anthony Richardson', 'QB', 'Florida', 'SEC']","['houston-texans', 'Bryce Young', 'QB', 'Alabama', 'SEC']","['arizona-cardinals', 'Christian Gonzalez', 'CB', 'Oregon', 'Pac-12']","['indianapolis-colts', 'C.J. Stroud', 'QB', 'Ohio St.', 'Big Ten']","['seattle-seahawks', 'Will Anderson Jr.', 'EDGE', 'Alabama', 'SEC']","['detroit-lions', 'Devon Witherspoon', 'CB', 'Illinois', 'Big Ten']","['las-vegas-raiders', 'Nolan Smith', 'EDGE', 'Georgia', 'SEC']","['atlanta-falcons', 'Tyree Wilson', 'EDGE', 'Texas Tech', 'Big 12']","['chicago-bears', 'Darnell Wright', 'OT', 'Tennessee', 'SEC']","['philadelphia-eagles', 'Jalen Carter', 'DL', 'Georgia', 'SEC']","['tennessee-titans', 'Will Levis', 'QB', 'Kentucky', 'SEC']","['houston-texans', 'Lukas Van Ness', 'EDGE', 'Iowa', 'Big Ten']","['new-york-jets', 'Paris Johnson Jr.', 'OT', 'Ohio St.', 'Big Ten']","['new-england-patriots', 'Bijan Robinson', 'RB', 'Texas', 'Big 12']","['green-bay-packers', 'Michael Mayer', 'TE', 'Notre Dame', 'FBS Independent']","['washington-commanders', 'Peter Skoronski', 'OT', 'Northwestern', 'Big Ten']","['pittsburgh-steelers', 'Emmanuel Forbes', 'CB', 'Mississippi St.', 'SEC']","['detroit-lions', 'Calijah Kancey', 'DL', 'Pittsburgh', 'ACC']","['tampa-bay-buccaneers', 'Broderick Jones', 'OT', 'Georgia', 'SEC']","['seattle-seahawks', 'Jaxon Smith-Njigba', 'WR', 'Ohio St.', 'Big Ten']","['los-angeles-chargers', 'Mazi Smith', 'DL', 'Michigan', 'Big Ten']","['baltimore-ravens', 'Deonte Banks', 'CB', 'Maryland', 'Big Ten']","['minnesota-vikings', 'Brian Branch', 'S', 'Alabama', 'SEC']","['jacksonville-jaguars', 'Dalton Kincaid', 'TE', 'Utah', 'Pac-12']","['new-york-giants', 'Joey Porter Jr.', 'CB', 'Penn St.', 'Big Ten']","['dallas-cowboys', 'Darnell Washington', 'TE', 'Georgia', 'SEC']","['buffalo-bills', 'John Michael Schmitz', 'IOL', 'Minnesota', 'Big Ten']","['cincinnati-bengals', 'Adetomiwa Adebawore', 'EDGE', 'Northwestern', 'Big Ten']","['new-orleans-saints', 'Myles Murphy', 'EDGE', 'Clemson', 'ACC']","['philadelphia-eagles', 'Kelee Ringo', 'CB', 'Georgia', 'SEC']","['kansas-city-chiefs', 'Zay Flowers', 'WR', 'Boston College', 'ACC']"
Pro Football Network,04/13/23,Kyle Yates,https://www.nflmockdraftdatabase.com/mock-drafts/2023/pro-football-network-2023-kyle-yates?date=2023-04-13,"['carolina-panthers', 'C.J. Stroud', 'QB', 'Ohio St.', 'Big Ten']","['houston-texans', 'Will Anderson Jr.', 'EDGE', 'Alabama', 'SEC']","['tennessee-titans', 'Anthony Richardson', 'QB', 'Florida', 'SEC']","['indianapolis-colts', 'Bryce Young', 'QB', 'Alabama', 'SEC']","['seattle-seahawks', 'Tyree Wilson', 'EDGE', 'Texas Tech', 'Big 12']","['detroit-lions', 'Devon Witherspoon', 'CB', 'Illinois', 'Big Ten']","['las-vegas-raiders', 'Jalen Carter', 'DL', 'Georgia', 'SEC']","['atlanta-falcons', 'Bijan Robinson', 'RB', 'Texas', 'Big 12']","['chicago-bears', 'Christian Gonzalez', 'CB', 'Oregon', 'Pac-12']","['philadelphia-eagles', 'Jaxon Smith-Njigba', 'WR', 'Ohio St.', 'Big Ten']","['arizona-cardinals', 'Paris Johnson Jr.', 'OT', 'Ohio St.', 'Big Ten']","['houston-texans', 'Will Levis', 'QB', 'Kentucky', 'SEC']","['new-york-jets', 'Broderick Jones', 'OT', 'Georgia', 'SEC']","['new-england-patriots', 'Jack Campbell', 'LB', 'Iowa', 'Big Ten']","['green-bay-packers', 'Quentin Johnston', 'WR', 'TCU', 'Big 12']","['washington-commanders', 'Joey Porter Jr.', 'CB', 'Penn St.', 'Big Ten']","['pittsburgh-steelers', 'Peter Skoronski', 'OT', 'Northwestern', 'Big Ten']","['detroit-lions', 'Lukas Van Ness', 'EDGE', 'Iowa', 'Big Ten']","['tampa-bay-buccaneers', 'Darnell Wright', 'OT', 'Tennessee', 'SEC']","['seattle-seahawks', 'Kelee Ringo', 'CB', 'Georgia', 'SEC']","['los-angeles-chargers', 'Jalin Hyatt', 'WR', 'Tennessee', 'SEC']","['baltimore-ravens', 'Deonte Banks', 'CB', 'Maryland', 'Big Ten']","['minnesota-vikings', 'Brian Branch', 'S', 'Alabama', 'SEC']","['jacksonville-jaguars', 'Dalton Kincaid', 'TE', 'Utah', 'Pac-12']","['new-york-giants', 'Joe Tippmann', 'IOL', 'Wisconsin', 'Big Ten']","['dallas-cowboys', 'Myles Murphy', 'EDGE', 'Clemson', 'ACC']","['buffalo-bills', 'Jordan Addison', 'WR', 'USC', 'Pac-12']","['cincinnati-bengals', 'Zay Flowers', 'WR', 'Boston College', 'ACC']","['new-orleans-saints', 'Zach Harrison', 'EDGE', 'Ohio St.', 'Big Ten']","['philadelphia-eagles', 'Nolan Smith', 'EDGE', 'Georgia', 'SEC']","['kansas-city-chiefs', 'Cam Smith', 'CB', 'South Carolina', 'SEC']"
Player Profiler,04/13/23,Cody Carpentier,https://www.nflmockdraftdatabase.com/mock-drafts/2023/player-profiler-2023-cody-carpentier?date=2023-04-13,"['carolina-panthers', 'Bryce Young', 'QB', 'Alabama', 'SEC']","['las-vegas-raiders', 'Anthony Richardson', 'QB', 'Florida', 'SEC']","['indianapolis-colts', 'Will Levis', 'QB', 'Kentucky', 'SEC']","['arizona-cardinals', 'Will Anderson Jr.', 'EDGE', 'Alabama', 'SEC']","['seattle-seahawks', 'C.J. Stroud', 'QB', 'Ohio St.', 'Big Ten']","['detroit-lions', 'Jalen Carter', 'DL', 'Georgia', 'SEC']","['houston-texans', 'Myles Murphy', 'EDGE', 'Clemson', 'ACC']","['atlanta-falcons', 'Bijan Robinson', 'RB', 'Texas', 'Big 12']","['chicago-bears', 'Paris Johnson Jr.', 'OT', 'Ohio St.', 'Big Ten']","['philadelphia-eagles', 'Nolan Smith', 'EDGE', 'Georgia', 'SEC']","['tennessee-titans', 'Lukas Van Ness', 'EDGE', 'Iowa', 'Big Ten']","['houston-texans', 'Jaxon Smith-Njigba', 'WR', 'Ohio St.', 'Big Ten']","['new-york-jets', 'Darnell Wright', 'OT', 'Tennessee', 'SEC']","['new-england-patriots', 'Tyree Wilson', 'EDGE', 'Texas Tech', 'Big 12']","['green-bay-packers', 'Will McDonald IV', 'EDGE', 'Iowa St.', 'Big 12']","['washington-commanders', 'Peter Skoronski', 'IOL', 'Northwestern', 'Big Ten']","['pittsburgh-steelers', 'Christian Gonzalez', 'CB', 'Oregon', 'Pac-12']","['detroit-lions', 'Joey Porter Jr.', 'CB', 'Penn St.', 'Big Ten']","['tampa-bay-buccaneers', 'Broderick Jones', 'OT', 'Georgia', 'SEC']","['seattle-seahawks', 'Quentin Johnston', 'WR', 'TCU', 'Big 12']","['los-angeles-chargers', 'Devon Witherspoon', 'CB', 'Illinois', 'Big Ten']","['baltimore-ravens', 'Deonte Banks', 'CB', 'Maryland', 'Big Ten']","['houston-texans', 'Hendon Hooker', 'QB', 'Tennessee', 'SEC']","['jacksonville-jaguars', 'Brian Branch', 'S', 'Alabama', 'SEC']","['new-york-giants', 'Darius Rush', 'CB', 'South Carolina', 'SEC']","['dallas-cowboys', 'Felix Anudike-Uzomah', 'EDGE', 'Kansas St.', 'Big 12']","['buffalo-bills', 'Cody Mauch', 'IOL', 'North Dakota St.', 'FCS']","['cincinnati-bengals', 'Jahmyr Gibbs', 'RB', 'Alabama', 'SEC']","['new-orleans-saints', 'Adetomiwa Adebawore', 'DL', 'Northwestern', 'Big Ten']","['philadelphia-eagles', 'Jordan Addison', 'WR', 'USC', 'Pac-12']","['kansas-city-chiefs', 'Anton Harrison', 'OT', 'Oklahoma', 'Big 12']"
TWSN,04/13/23,Kyle Smith,https://www.nflmockdraftdatabase.com/mock-drafts/2023/twsn-2023-kyle-smith?date=2023-04-13,"['carolina-panthers', 'Bryce Young', 'QB', 'Alabama', 'SEC']","['houston-texans', 'Will Anderson Jr.', 'EDGE', 'Alabama', 'SEC']","['indianapolis-colts', 'C.J. Stroud', 'QB', 'Ohio St.', 'Big Ten']","['arizona-cardinals', 'Jalen Carter', 'DL', 'Georgia', 'SEC']","['seattle-seahawks', 'Tyree Wilson', 'EDGE', 'Texas Tech', 'Big 12']","['detroit-lions', 'Devon Witherspoon', 'CB', 'Illinois', 'Big Ten']","['houston-texans', 'Will Levis', 'QB', 'Kentucky', 'SEC']","['atlanta-falcons', 'Peter Skoronski', 'OT', 'Northwestern', 'Big Ten']","['chicago-bears', 'Darnell Wright', 'OT', 'Tennessee', 'SEC']","['philadelphia-eagles', 'Nolan Smith', 'EDGE', 'Georgia', 'SEC']","['tennessee-titans', 'Anthony Richardson', 'QB', 'Florida', 'SEC']","['las-vegas-raiders', 'Christian Gonzalez', 'CB', 'Oregon', 'Pac-12']","['new-york-jets', 'Broderick Jones', 'OT', 'Georgia', 'SEC']","['new-england-patriots', 'Bijan Robinson', 'RB', 'Texas', 'Big 12']","['green-bay-packers', 'Paris Johnson Jr.', 'OT', 'Ohio St.', 'Big Ten']","['washington-commanders', 'Deonte Banks', 'CB', 'Maryland', 'Big Ten']","['pittsburgh-steelers', 'Joey Porter Jr.', 'CB', 'Penn St.', 'Big Ten']","['detroit-lions', 'Calijah Kancey', 'DL', 'Pittsburgh', 'ACC']","['tampa-bay-buccaneers', 'Dalton Kincaid', 'TE', 'Utah', 'Pac-12']","['seattle-seahawks', ""O'Cyrus Torrence"", 'IOL', 'Florida', 'SEC']","['los-angeles-chargers', 'Zay Flowers', 'WR', 'Boston College', 'ACC']","['baltimore-ravens', 'Mazi Smith', 'DL', 'Michigan', 'Big Ten']","['minnesota-vikings', 'Jaxon Smith-Njigba', 'WR', 'Ohio St.', 'Big Ten']","['jacksonville-jaguars', 'Brian Branch', 'S', 'Alabama', 'SEC']","['new-york-giants', 'Quentin Johnston', 'WR', 'TCU', 'Big 12']","['dallas-cowboys', 'Steve Avila', 'IOL', 'TCU', 'Big 12']","['buffalo-bills', 'Jack Campbell', 'LB', 'Iowa', 'Big Ten']","['seattle-seahawks', 'Hendon Hooker', 'QB', 'Tennessee', 'SEC']","['new-orleans-saints', 'Lukas Van Ness', 'EDGE', 'Iowa', 'Big Ten']","['philadelphia-eagles', 'Bryan Bresee', 'DL', 'Clemson', 'ACC']","['kansas-city-chiefs', 'Myles Murphy', 'EDGE', 'Clemson', 'ACC']"
NFL.com,04/13/23,Charles Davis,https://www.nflmockdraftdatabase.com/mock-drafts/2023/nfl-com-2023-charles-davis?date=2023-04-13,"['carolina-panthers', 'Bryce Young', 'QB', 'Alabama', 'SEC']","['houston-texans', 'C.J. Stroud', 'QB', 'Ohio St.', 'Big Ten']","['arizona-cardinals', 'Tyree Wilson', 'EDGE', 'Texas Tech', 'Big 12']","['indianapolis-colts', 'Will Levis', 'QB', 'Kentucky', 'SEC']","['seattle-seahawks', 'Will Anderson Jr.', 'EDGE', 'Alabama', 'SEC']","['detroit-lions', 'Jalen Carter', 'DL', 'Georgia', 'SEC']","['las-vegas-raiders', 'Paris Johnson Jr.', 'OT', 'Ohio St.', 'Big Ten']","['atlanta-falcons', 'Devon Witherspoon', 'CB', 'Illinois', 'Big Ten']","['chicago-bears', 'Peter Skoronski', 'IOL', 'Northwestern', 'Big Ten']","['philadelphia-eagles', 'Lukas Van Ness', 'EDGE', 'Iowa', 'Big Ten']","['tennessee-titans', 'Anthony Richardson', 'QB', 'Florida', 'SEC']","['houston-texans', 'Jaxon Smith-Njigba', 'WR', 'Ohio St.', 'Big Ten']","['new-york-jets', 'Darnell Wright', 'OT', 'Tennessee', 'SEC']","['new-england-patriots', 'Christian Gonzalez', 'CB', 'Oregon', 'Pac-12']","['green-bay-packers', 'Dalton Kincaid', 'TE', 'Utah', 'Pac-12']","['washington-commanders', 'Joey Porter Jr.', 'CB', 'Penn St.', 'Big Ten']","['pittsburgh-steelers', 'Nolan Smith', 'EDGE', 'Georgia', 'SEC']","['detroit-lions', 'Bijan Robinson', 'RB', 'Texas', 'Big 12']","['tampa-bay-buccaneers', 'Broderick Jones', 'OT', 'Georgia', 'SEC']","['seattle-seahawks', 'Deonte Banks', 'CB', 'Maryland', 'Big Ten']","['los-angeles-chargers', 'Jordan Addison', 'WR', 'USC', 'Pac-12']","['baltimore-ravens', 'Hendon Hooker', 'QB', 'Tennessee', 'SEC']","['minnesota-vikings', 'Calijah Kancey', 'DL', 'Pittsburgh', 'ACC']","['jacksonville-jaguars', 'Myles Murphy', 'EDGE', 'Clemson', 'ACC']","['new-york-giants', 'Zay Flowers', 'WR', 'Boston College', 'ACC']","['dallas-cowboys', 'Michael Mayer', 'TE', 'Notre Dame', 'FBS Independent']","['buffalo-bills', 'Brian Branch', 'S', 'Alabama', 'SEC']","['cincinnati-bengals', 'Emmanuel Forbes', 'CB', 'Mississippi St.', 'SEC']","['new-orleans-saints', 'Mazi Smith', 'DL', 'Michigan', 'Big Ten']","['philadelphia-eagles', 'Jalin Hyatt', 'WR', 'Tennessee', 'SEC']","['kansas-city-chiefs', 'Felix Anudike-Uzomah', 'EDGE', 'Kansas St.', 'Big 12']"
DRAFTPLEX,04/13/23,Jason Pruett,https://www.nflmockdraftdatabase.com/mock-drafts/2023/draftplex-2023-jason-pruett?date=2023-04-13,"['carolina-panthers', 'Bryce Young', 'QB', 'Alabama', 'SEC']","['houston-texans', 'Will Anderson Jr.', 'EDGE', 'Alabama', 'SEC']","['arizona-cardinals', 'Tyree Wilson', 'EDGE', 'Texas Tech', 'Big 12']","['indianapolis-colts', 'C.J. Stroud', 'QB', 'Ohio St.', 'Big Ten']","['seattle-seahawks', 'Anthony Richardson', 'QB', 'Florida', 'SEC']","['detroit-lions', 'Devon Witherspoon', 'CB', 'Illinois', 'Big Ten']","['las-vegas-raiders', 'Christian Gonzalez', 'CB', 'Oregon', 'Pac-12']","['atlanta-falcons', 'Jalen Carter', 'DL', 'Georgia', 'SEC']","['chicago-bears', 'Darnell Wright', 'OT', 'Tennessee', 'SEC']","['philadelphia-eagles', 'Lukas Van Ness', 'EDGE', 'Iowa', 'Big Ten']","['tennessee-titans', 'Paris Johnson Jr.', 'OT', 'Ohio St.', 'Big Ten']","['houston-texans', 'Will Levis', 'QB', 'Kentucky', 'SEC']","['new-york-jets', 'Peter Skoronski', 'IOL', 'Northwestern', 'Big Ten']","['new-england-patriots', 'Joey Porter Jr.', 'CB', 'Penn St.', 'Big Ten']","['green-bay-packers', 'Jaxon Smith-Njigba', 'WR', 'Ohio St.', 'Big Ten']","['washington-commanders', 'Deonte Banks', 'CB', 'Maryland', 'Big Ten']","['pittsburgh-steelers', 'Broderick Jones', 'OT', 'Georgia', 'SEC']","['detroit-lions', 'Adetomiwa Adebawore', 'DL', 'Northwestern', 'Big Ten']","['tampa-bay-buccaneers', 'Nolan Smith', 'LB', 'Georgia', 'SEC']","['seattle-seahawks', 'John Michael Schmitz', 'IOL', 'Minnesota', 'Big Ten']","['los-angeles-chargers', 'Jordan Addison', 'WR', 'USC', 'Pac-12']","['baltimore-ravens', 'Brian Branch', 'S', 'Alabama', 'SEC']","['minnesota-vikings', 'Zay Flowers', 'WR', 'Boston College', 'ACC']","['jacksonville-jaguars', 'Myles Murphy', 'EDGE', 'Clemson', 'ACC']","['new-york-giants', 'Quentin Johnston', 'WR', 'TCU', 'Big 12']","['dallas-cowboys', 'Bijan Robinson', 'RB', 'Texas', 'Big 12']","['buffalo-bills', 'Drew Sanders', 'LB', 'Arkansas', 'SEC']","['cincinnati-bengals', 'Michael Mayer', 'TE', 'Notre Dame', 'FBS Independent']","['new-orleans-saints', 'Jalin Hyatt', 'WR', 'Tennessee', 'SEC']","['philadelphia-eagles', 'Emmanuel Forbes', 'CB', 'Mississippi St.', 'SEC']","['kansas-city-chiefs', 'Calijah Kancey', 'DL', 'Pittsburgh', 'ACC']"
Yardbarker,04/13/23,Seth Trachtman,https://www.nflmockdraftdatabase.com/mock-drafts/2023/yardbarker-2023-seth-trachtman?date=2023-04-13,"['carolina-panthers', 'C.J. Stroud', 'QB', 'Ohio St.', 'Big Ten']","['houston-texans', 'Bryce Young', 'QB', 'Alabama', 'SEC']","['arizona-cardinals', 'Will Anderson Jr.', 'DL', 'Alabama', 'SEC']","['indianapolis-colts', 'Anthony Richardson', 'QB', 'Florida', 'SEC']","['seattle-seahawks', 'Jalen Carter', 'DL', 'Georgia', 'SEC']","['detroit-lions', 'Tyree Wilson', 'DL', 'Texas Tech', 'Big 12']","['las-vegas-raiders', 'Devon Witherspoon', 'CB', 'Illinois', 'Big Ten']","['atlanta-falcons', 'Will Levis', 'QB', 'Kentucky', 'SEC']","['chicago-bears', 'Paris Johnson Jr.', 'OT', 'Ohio St.', 'Big Ten']","['philadelphia-eagles', 'Christian Gonzalez', 'CB', 'Oregon', 'Pac-12']","['tennessee-titans', 'Peter Skoronski', 'OT', 'Northwestern', 'Big Ten']","['houston-texans', 'Jaxon Smith-Njigba', 'WR', 'Ohio St.', 'Big Ten']","['new-york-jets', 'Broderick Jones', 'OT', 'Georgia', 'SEC']","['new-england-patriots', 'Joey Porter Jr.', 'CB', 'Penn St.', 'Big Ten']","['green-bay-packers', 'Myles Murphy', 'EDGE', 'Clemson', 'ACC']","['washington-commanders', 'Darnell Wright', 'OT', 'Tennessee', 'SEC']","['pittsburgh-steelers', 'Brian Branch', 'CB', 'Alabama', 'SEC']","['detroit-lions', 'Bryan Bresee', 'DL', 'Clemson', 'ACC']","['tampa-bay-buccaneers', 'Lukas Van Ness', 'DL', 'Iowa', 'Big Ten']","['seattle-seahawks', 'Nolan Smith', 'EDGE', 'Georgia', 'SEC']","['los-angeles-chargers', ""O'Cyrus Torrence"", 'IOL', 'Florida', 'SEC']","['baltimore-ravens', 'Quentin Johnston', 'WR', 'TCU', 'Big 12']","['minnesota-vikings', 'Jordan Addison', 'WR', 'USC', 'Pac-12']","['jacksonville-jaguars', 'Deonte Banks', 'CB', 'Maryland', 'Big Ten']","['new-york-giants', 'Zay Flowers', 'WR', 'Boston College', 'ACC']","['dallas-cowboys', 'Michael Mayer', 'TE', 'Notre Dame', 'FBS Independent']","['buffalo-bills', 'Drew Sanders', 'LB', 'Arkansas', 'SEC']","['cincinnati-bengals', 'Bijan Robinson', 'RB', 'Texas', 'Big 12']","['new-orleans-saints', 'Calijah Kancey', 'DL', 'Pittsburgh', 'ACC']","['philadelphia-eagles', 'Adetomiwa Adebawore', 'DL', 'Northwestern', 'Big Ten']","['kansas-city-chiefs', 'Dawand Jones', 'OT', 'Ohio St.', 'Big Ten']"
Philadelphia Sports Nation,04/13/23,Kyle Hill,https://www.nflmockdraftdatabase.com/mock-drafts/2023/philadelphia-sports-nation-2023-kyle-hill?date=2023-04-13,"['carolina-panthers', 'Bryce Young', 'QB', 'Alabama', 'SEC']","['houston-texans', 'C.J. Stroud', 'QB', 'Ohio St.', 'Big Ten']","['tennessee-titans', 'Anthony Richardson', 'QB', 'Florida', 'SEC']","['indianapolis-colts', 'Will Anderson Jr.', 'EDGE', 'Alabama', 'SEC']","['seattle-seahawks', 'Jalen Carter', 'DL', 'Georgia', 'SEC']","['detroit-lions', 'Devon Witherspoon', 'CB', 'Illinois', 'Big Ten']","['las-vegas-raiders', 'Paris Johnson Jr.', 'OT', 'Ohio St.', 'Big Ten']","['atlanta-falcons', 'Tyree Wilson', 'EDGE', 'Texas Tech', 'Big 12']","['chicago-bears', 'Peter Skoronski', 'OT', 'Northwestern', 'Big Ten']","['tampa-bay-buccaneers', 'Will Levis', 'QB', 'Kentucky', 'SEC']","['arizona-cardinals', 'Christian Gonzalez', 'CB', 'Oregon', 'Pac-12']","['houston-texans', 'Jaxon Smith-Njigba', 'WR', 'Ohio St.', 'Big Ten']","['new-york-jets', 'Broderick Jones', 'OT', 'Georgia', 'SEC']","['new-england-patriots', 'Myles Murphy', 'EDGE', 'Clemson', 'ACC']","['green-bay-packers', 'Jordan Addison', 'WR', 'USC', 'Pac-12']","['washington-commanders', 'Cam Smith', 'CB', 'South Carolina', 'SEC']","['pittsburgh-steelers', 'Lukas Van Ness', 'EDGE', 'Iowa', 'Big Ten']","['detroit-lions', 'Dalton Kincaid', 'TE', 'Utah', 'Pac-12']","['philadelphia-eagles', 'Bijan Robinson', 'RB', 'Texas', 'Big 12']","['seattle-seahawks', 'Darnell Wright', 'OT', 'Tennessee', 'SEC']","['los-angeles-chargers', 'Nolan Smith', 'EDGE', 'Georgia', 'SEC']","['baltimore-ravens', 'Joey Porter Jr.', 'CB', 'Penn St.', 'Big Ten']","['minnesota-vikings', 'Brian Branch', 'S', 'Alabama', 'SEC']","['jacksonville-jaguars', 'Kelee Ringo', 'CB', 'Georgia', 'SEC']","['new-york-giants', 'Quentin Johnston', 'WR', 'TCU', 'Big 12']","['dallas-cowboys', 'Michael Mayer', 'TE', 'Notre Dame', 'FBS Independent']","['buffalo-bills', 'Jahmyr Gibbs', 'RB', 'Alabama', 'SEC']","['cincinnati-bengals', 'Deonte Banks', 'CB', 'Maryland', 'Big Ten']","['new-orleans-saints', 'Bryan Bresee', 'DL', 'Clemson', 'ACC']","['philadelphia-eagles', ""O'Cyrus Torrence"", 'IOL', 'Florida', 'SEC']","['kansas-city-chiefs', 'Jalin Hyatt', 'WR', 'Tennessee', 'SEC']"
